\database\database_achieveInfo.msbt
AchieveName_001	{r[ひゃくせんれんま]}百戦錬磨{/r}
MovieSerifText_2b_0024_M	それでええんです！
MovieSerifText_2b_0025_M	{r[だれ]}誰{/r}も{r[そうぞう]}想像{/r}でけへん\nめっちゃオモロいスシの{r[らくえん]}楽園{/r}
MovieSerifText_2b_0027_M	それをつくりたいんですわ～!!
MovieSerifText_2b_0028_M	ほっほっほ
MovieSerifText_2b_0029_M	わわわ　キャッテン{r[さま]}様{/r}！
MovieSerifText_2b_0030_M	{r[かいてんずし]}回転寿司{/r}とは{r[おもしろ]}面白{/r}い{r[かんが]}考{/r}えよのう…
MovieSerifText_2b_0031_M	このスシガミキャッテンが\n{r[うで]}腕{/r}をふるってやろうぞ
MovieSerifText_2b_0033_M	ほんまでっか～！
MovieSerifText_2b_0034_M	ありがたや～～～!!
MovieSerifText_2b_0035_M	おおーっ！
\database\database_movieSerif_3A.msbt
MovieSerifText_3a_0001_M	ん？
MovieSerifText_3a_0002_M	あれなんだろう？
MovieSerifText_3a_0003_M	ん？
MovieSerifText_3a_0004_M	{r[おんな]}女{/r}の{r[こ]}子{/r}…　じゃな
MovieSerifText_3a_0005_M	おい！　どうしたんだ？
MovieSerifText_3a_0005_F	ねぇ！　どうしたの？
MovieSerifText_3a_0006_M	え？
MovieSerifText_3a_0007_M	あっ　えっ　えっと…
MovieSerifText_3a_0008_M	ひっ　{r[ひと]}人{/r}を{r[さが]}探{/r}してるの！
MovieSerifText_3a_0009_M	そうなんだ…
MovieSerifText_3a_0009_F	そう
MovieSerifText_3a_0010_M	こんなところで\nひとりぼっちで{r[だいじょうぶ]}大丈夫{/r}かい？
MovieSerifText_3a_0010_F	こんなところで\nひとりぼっちで{r[だいじょうぶ]}大丈夫{/r}？
MovieSerifText_3a_0023_M	オレも{r[さが]}探{/r}してやろうか？
MovieSerifText_3a_0023_F	いっしょに{r[さが]}探{/r}そっか！
MovieSerifText_3a_0011_M	え？　あ…　うん
MovieSerifText_3a_0012_M	{r[だいじょうぶ]}大丈夫{/r}よ
MovieSerifText_3a_0013_M	もう{r[み]}見{/r}つけたから！
MovieSerifText_3a_0014_M	え？
MovieSerifText_3a_0015_M	ま　まさか…　スシライカー？
MovieSerifText_3a_0017_M	ええ　{r[わたし]}私{/r}はスシライカー・ユーリア！
MovieSerifText_3a_0018_M	あなたを{r[たお]}倒{/r}すために\n{r[ていこく]}帝国{/r}から{r[おく]}送{/r}られた{r[しかく]}刺客{/r}よ
MovieSerifText_3a_0019_M	なんじゃと!?
MovieSerifText_3a_0020_M	そんな…
MovieSerifText_3a_0021_M	まだ{r[こども]}子供{/r}なのに…　{r[ていこくぐん]}帝国軍{/r}なんて…
MovieSerifText_3a_0022_M	あなたよりは{r[おとな]}大人{/r}よ
MovieSerifText_3a_0022_F	あなたもたいして{r[か]}変{/r}わらないじゃない
MovieSerifText_3a_0024_M	さあ！　かかってきなさい！
MovieSerifText_3a_0024_F	さあ！　かかってきなさい！
\database\database_movieSerif_3B.msbt
MovieSerifText_3b_0001_M	{r[つよ]}強{/r}いわね…　あなた…
MovieSerifText_3b_0002_M	そんなんじゃねえ！
MovieSerifText_3b_0002_F	そんなんじゃないわ！
MovieSerifText_3b_0003_M	スシの{r[ちから]}力{/r}とみんなの{r[えがお]}笑顔{/r}
MovieSerifText_3b_0004_M	それに{r[たす]}助{/r}けられて\nここまで{r[き]}来{/r}たんだ！
MovieSerifText_3b_0004_F	それに{r[たす]}助{/r}けられて\nここまで{r[こ]}来{/r}れたの
MovieSerifText_3b_0005_M	ユーリアよ
MovieSerifText_3b_0006_M	おぬしはずっと{r[かな]}悲{/r}しい{r[かお]}顔{/r}をしておった
MovieSerifText_3b_0007_M	そんな{r[かお]}顔{/r}で{r[た]}食{/r}べるなど\nスシに{r[たい]}対{/r}して{r[しつれい]}失礼{/r}じゃぞ
MovieSerifText_3b_0008_M	そうだそうだ！
MovieSerifText_3b_0008_F	そうよそうよ！
MovieSerifText_3b_0009_M	スシは{r[えがお]}笑顔{/r}で{r[た]}食{/r}べようぜ!!
MovieSerifText_3b_0009_F	スシは{r[えがお]}笑顔{/r}で{r[た]}食{/r}べようよ!!
MovieSerifText_3b_0010_M	{r[えがお]}笑顔{/r}で…？
MovieSerifText_3b_0011_M	そんなこと…\n{r[い]}言{/r}ってくれた{r[ひと]}人{/r}は{r[はじ]}初{/r}めて…
MovieSerifText_3b_0012_M	{r[おとな]}大人{/r}たちはみんなもっと{r[はや]}早{/r}く\nもっとたくさん{r[た]}食{/r}べろって…
MovieSerifText_3b_0021_M	スシライカーとしての{r[わたし]}私{/r}しか\n{r[み]}見{/r}てこなかった…
MovieSerifText_3b_0013_M	でも…　あなたは…
MovieSerifText_3b_0014_M	スシが{r[だいす]}大好{/r}きな{r[ともだち]}友達{/r}だろ？
MovieSerifText_3b_0014_F	スシが{r[だいす]}大好{/r}きな{r[ともだち]}友達{/r}でしょ？
MovieSerifText_3b_0015_M	ともだち…？
MovieSerifText_3b_0016_M	{r[わたし]}私{/r}はやっぱりスシを{r[ゆる]}許{/r}せない！
MovieSerifText_3b_0017_M	でも…
MovieSerifText_3b_0022_M	あなたとなら…
MovieSerifText_3b_0018_M	スシのことが…\n{r[すこ]}少{/r}しおいしく{r[おも]}思{/r}えるかもしれない…
MovieSerifText_3b_0019_M	ユーリア…
MovieSerifText_3b_0020_M	{r[わたし]}私{/r}は…
MovieSerifText_3b_0023_M	あなたについていくわ…
\database\database_movieSerif_3C.msbt
MovieSerifText_3c_0001_M	ううう…　ううぅ…
MovieSerifText_3c_0002_M	もはや{r[い]}言{/r}い{r[わけ]}訳{/r}はできまい\nアブリコス！
MovieSerifText_3c_0003_M	お…　お…　お{r[ゆる]}許{/r}しください…
MovieSerifText_3c_0004_M	{r[もんどうむよう]}問答無用{/r}！
MovieSerifText_3c_0005_M	さあ　そいつをあそこにつれていけ！
MovieSerifText_3c_0006_M	そ　それだけは!!
MovieSerifText_3c_0007_M	それだけは～～～っ!!!
MovieSerifText_3c_0008_M	{r[ていこく]}帝国{/r}を{r[おさ]}治{/r}める{r[さんしょうぐん]}三将軍{/r}\nそのうちのひとり　アブリコスが{r[やぶ]}破{/r}られた
MovieSerifText_3c_0009_M	{r[かいほうせんせん]}解放戦線{/r}はお{r[まえ]}前{/r}たち{r[ふたり]}二人{/r}
MovieSerifText_3c_0012_M	どちらかの{r[りょうない]}領内{/r}に{r[せ]}攻{/r}め{r[こ]}込{/r}んでくるだろう
MovieSerifText_3c_0010_M	{r[けいかい]}警戒{/r}を{r[おこた]}怠{/r}るな！
MovieSerifText_3c_0011_M	はっ！
\database\database_movieSerif_4A.msbt
MovieSerifText_4a_0001_M	ワガハイこそ
MovieSerifText_4a_0002_M	{r[ていこくぐん]}帝国軍{/r}の{r[しょうぐん]}将軍{/r}の{r[ひとり]}一人{/r}\nバンブークであーる！
MovieSerifText_4a_0004_M	にひひ～
MovieSerifText_4a_0005_M	あーん
MovieSerifText_4a_0007_M	んー　うまぁいーっ！
MovieSerifText_4a_0009_M	やっぱスシはワサビ{r[い]}入{/r}りにかぎるぅ！
MovieSerifText_4a_0010_M	この{r[りょうない]}領内{/r}ではすべて\nスシにワサビを{r[い]}入{/r}れることを\n{r[ぎむづ]}義務付{/r}けておる
MovieSerifText_4a_0012_M	なんてことじゃ…
MovieSerifText_4a_0013_M	ワサビはお{r[こさま]}子様{/r}には{r[しょうしょうしげき]}少々刺激{/r}が{r[つよ]}強{/r}い！
MovieSerifText_4a_0014_M	スシ{r[ほんらい]}本来{/r}のあじわい{r[かた]}方{/r}を\n{r[おし]}教{/r}えてやっているのだ
MovieSerifText_4a_0015_M	ありがたく{r[おも]}思{/r}えい！
MovieSerifText_4a_0016_M	むむむ…
MovieSerifText_4a_0017_M	{r[おのれ]}己{/r}の{r[この]}好{/r}みを{r[お]}押{/r}しつけるでない！
MovieSerifText_4a_0018_M	ふんっ！
MovieSerifText_4a_0021_M	ワサビも{r[た]}食{/r}べられぬ{r[みじゅくもの]}未熟者{/r}など
MovieSerifText_4a_0019_M	{r[はや]}早{/r}く{r[かたづ]}片付{/r}けてしまえい!!
MovieSerifText_4a_0020_M	はぁーい!!
\database\database_movieSerif_5A.msbt
MovieSerifText_5a_0001_M	どうだ！　{r[み]}見{/r}たか！
MovieSerifText_5a_0001_F	どう！　{r[み]}見{/r}た！
MovieSerifText_5a_0002_M	なるほど…
MovieSerifText_5a_0003_M	ここまでやるとは{r[おれ]}俺{/r}の{r[そうていがい]}想定外{/r}…
MovieSerifText_5a_0004_M	へっ
MovieSerifText_5a_0004_F	ふふーん！
MovieSerifText_5a_0005_M	まさか…
MovieSerifText_5a_0089_M	ここで{r[しん]}真{/r}の{r[ちから]}力{/r}を{r[み]}見{/r}せることになるとはな！
MovieSerifText_5a_0006_M	え？
MovieSerifText_5a_0007_M	うっ！　な…　なんだこれは？
MovieSerifText_5a_0007_F	うっ！　な…　なによこれ？
MovieSerifText_5a_0008_M	{r[からだ]}体{/r}が…　{r[うご]}動{/r}かない!?
MovieSerifText_5a_0009_M	そんな…　{r[でんせつ]}伝説{/r}だと{r[おも]}思{/r}っていたが…！
MovieSerifText_5a_0010_M	まさか{r[つか]}使{/r}える{r[もの]}者{/r}がおったとはな!!
MovieSerifText_5a_0011_M	ジンライ！　これは{r[いったい]}一体{/r}？
MovieSerifText_5a_0012_M	スシを{r[ふか]}深{/r}く{r[あい]}愛{/r}する{r[もの]}者{/r}しか{r[つか]}使{/r}うことのできぬ
MovieSerifText_5a_0013_M	スシライカーの{r[おうぎちゅう]}奥義中{/r}の{r[おうぎ]}奥義{/r}！
MovieSerifText_5a_0014_M	スシの{r[た]}食{/r}べ{r[かた]}方{/r}があまりにも{r[うつく]}美{/r}しく
MovieSerifText_5a_0015_M	{r[たいせんあいて]}対戦相手{/r}はそれに{r[み]}見{/r}とれ\n{r[うご]}動{/r}きが{r[ふう]}封{/r}じられてしまう！
MovieSerifText_5a_0017_M	その{r[な]}名{/r}も”{r[かんしゃた]}感謝食{/r}べ”!!
MovieSerifText_5a_0018_M	{r[かんしゃた]}感謝食{/r}べ!?
MovieSerifText_5a_0019_M	お{r[まえ]}前{/r}はもう{r[ゆびいっぽん]}指一本{/r}{r[うご]}動{/r}かせないぞ
MovieSerifText_5a_0020_M	ああ…
MovieSerifText_5a_0020_F	はあ～
MovieSerifText_5a_0021_M	あああ…
MovieSerifText_5a_0022_M	うわああああ～～～
MovieSerifText_5a_0024_M	スシが{r[た]}食{/r}べられぬお{r[まえ]}前{/r}など\nまったく{r[おそ]}恐{/r}るるに{r[た]}足{/r}らぬ
MovieSerifText_5a_0025_M	くそ～っ！
MovieSerifText_5a_0025_F	くぅ～っ！
MovieSerifText_5a_0026_M	ムサシよ！　あらためて{r[き]}聞{/r}こう…
MovieSerifText_5a_0027_M	はああ～～～
MovieSerifText_5a_0028_M	{r[ていこく]}帝国{/r}に…
MovieSerifText_5a_0029_M	{r[こ]}来{/r}ないか…
MovieSerifText_5a_0030_M	ああああ～～～
MovieSerifText_5a_0031_M	いやだ！
MovieSerifText_5a_0031_F	いや！
MovieSerifText_5a_0032_M	いやだいやだっ！
MovieSerifText_5a_0032_F	いやよ！　いやっ！
MovieSerifText_5a_0033_M	スシを{r[ひと]}独{/r}り{r[じ]}占{/r}めにする\nお{r[まえ]}前{/r}たちのやり{r[かた]}方{/r}は{r[ゆる]}許{/r}せねえ!!
MovieSerifText_5a_0033_F	スシを{r[ひと]}独{/r}り{r[じ]}占{/r}めにする\nあんたたちのやり{r[かた]}方{/r}は{r[ゆる]}許{/r}さない!!
MovieSerifText_5a_0034_M	そうか…
MovieSerifText_5a_0035_M	これを{r[み]}見{/r}ても…
MovieSerifText_5a_0036_M	{r[きも]}気持{/r}ちは{r[か]}変{/r}わらないかっ！
MovieSerifText_5a_0037_M	!!
MovieSerifText_5a_0038_M	えっ…
MovieSerifText_5a_0039_M	うそだろっ!?
MovieSerifText_5a_0039_F	うそ…　でしょっ!?
MovieSerifText_5a_0040_M	とうちゃん!!
MovieSerifText_5a_0040_F	とうさん!!
MovieSerifText_5a_0041_M	{r[し]}死{/r}んだはずじゃ…
MovieSerifText_5a_0042_M	そう　お{r[まえ]}前{/r}の{r[ちち]}父{/r}ジュウベエは{r[し]}死{/r}んだ…
MovieSerifText_5a_0043_M	そして　{r[ていこくぐん]}帝国軍{/r}のグロムとして\nよみがえったのだ!!
MovieSerifText_5a_0044_M	どうして…
MovieSerifText_5a_0045_M	どうしてだよ！
MovieSerifText_5a_0045_F	どうしてよ！
MovieSerifText_5a_0046_M	{r[きょうわこく]}共和国{/r}の{r[せんし]}戦士{/r}だったんだろ!?
MovieSerifText_5a_0046_F	{r[きょうわこく]}共和国{/r}の{r[せんし]}戦士{/r}だったんでしょ!?
MovieSerifText_5a_0047_M	かつては{r[きょうわこく]}共和国{/r}の{r[ほうしん]}方針{/r}に{r[さんどう]}賛同{/r}する\nスシライカーだった…
MovieSerifText_5a_0048_M	『{r[せかい]}世界{/r}スシ{r[たいせん]}大戦{/r}』で{r[ていこくぐん]}帝国軍{/r}と{r[たたか]}戦{/r}い…
MovieSerifText_5a_0049_M	{r[きょうわこく]}共和国{/r}の{r[りょうみん]}領民{/r}たちに\n{r[びょうどう]}平等{/r}にスシを{r[わ]}分{/r}けあたえた
MovieSerifText_5a_0050_M	しかし…
MovieSerifText_5a_0090_M	{r[のち]}後{/r}に{r[かれ]}彼{/r}らのみにくい{r[ほんしょう]}本性{/r}に{r[ぜつぼう]}絶望{/r}し
MovieSerifText_5a_0051_M	{r[ていこく]}帝国{/r}の{r[ぐんもん]}軍門{/r}に{r[くだ]}下{/r}ったのだ
MovieSerifText_5a_0052_M	みにくい？　{r[ほんしょう]}本性{/r}？　どういうことだ？
MovieSerifText_5a_0052_F	みにくい？　{r[ほんしょう]}本性{/r}？　どういうこと？
MovieSerifText_5a_0053_M	よく{r[き]}聞{/r}けムサシ…
MovieSerifText_5a_0054_M	{r[きょうわこく]}共和国{/r}の{r[にんげん]}人間{/r}は\nスシが{r[びょうどう]}平等{/r}に{r[あた]}与{/r}えられることに{r[な]}慣{/r}れ
MovieSerifText_5a_0055_M	いつしかスシに{r[たい]}対{/r}する{r[かんしゃ]}感謝{/r}を\n{r[わす]}忘{/r}れてしまったのだ…
MovieSerifText_5a_0056_M	そして　{r[へいき]}平気{/r}でスシを{r[た]}食{/r}べ{r[のこ]}残{/r}すようになった…
MovieSerifText_5a_0057_M	もちろん…　{r[かいほうせんせん]}解放戦線{/r}の{r[れんちゅう]}連中{/r}も…
MovieSerifText_5a_0058_M	そこまでですよ　ジュウベエさん
MovieSerifText_5a_0059_M	いや　{r[いま]}今{/r}は{r[げんすい]}元帥{/r}グロムと{r[よ]}呼{/r}ぶべきですかね？
MovieSerifText_5a_0060_M	リョーマか…
MovieSerifText_5a_0061_M	みにくい{r[ほんしょう]}本性{/r}？
MovieSerifText_5a_0091_M	おかしなことを{r[くちばし]}口走{/r}らないでいただきたい！
MovieSerifText_5a_0062_M	{r[わたし]}私{/r}たちスシ{r[かいほうせんせん]}解放戦線{/r}こそ
MovieSerifText_5a_0092_M	{r[せいぎ]}正義{/r}なのです！
MovieSerifText_5a_0063_M	{r[おれ]}俺{/r}のことを{r[し]}死{/r}んだと{r[つた]}伝{/r}えたそうだな
MovieSerifText_5a_0064_M	ええ
MovieSerifText_5a_0065_M	{r[うらぎ]}裏切{/r}り{r[もの]}者{/r}のあなたなど{r[し]}死{/r}んだも{r[どうぜん]}同然{/r}です
MovieSerifText_5a_0066_M	{r[うらぎ]}裏切{/r}ったのはどっちだ！
MovieSerifText_5a_0067_M	お{r[まえ]}前{/r}たちのやっていることこそ\nスシガミへの{r[うらぎ]}裏切{/r}り!!
MovieSerifText_5a_0068_M	それは…
MovieSerifText_5a_0069_M	なんの{r[はなし]}話{/r}だ？　リョーマさん！
MovieSerifText_5a_0069_F	なんの{r[はなし]}話{/r}なの？　リョーマさん！
MovieSerifText_5a_0070_M	よく{r[き]}聞{/r}け　ムサシ
MovieSerifText_5a_0071_M	この{r[おとこ]}男{/r}のせいでお{r[まえ]}前{/r}のかあさんは…
MovieSerifText_5a_0073_M	{r[い]}言{/r}いがかりです！\nあれはあの{r[おんな]}女{/r}が{r[かって]}勝手{/r}にやったこと!!
MovieSerifText_5a_0074_M	なんだよ？　{r[なに]}何{/r}があったんだよっ！
MovieSerifText_5a_0074_F	なによ！　{r[なに]}何{/r}があったのよっ！
MovieSerifText_5a_0075_M	{r[くわ]}詳{/r}しくは…
MovieSerifText_5a_0093_M	リョーマから{r[き]}聞{/r}くがよい
MovieSerifText_5a_0076_M	さらばだ…
MovieSerifText_5a_0077_M	{r[むすこ]}息子{/r}よ…
MovieSerifText_5a_0077_F	{r[むすめ]}娘{/r}よ…
MovieSerifText_5a_0078_M	あぁ…　ま　まずい！\n{r[と]}止{/r}めないとっ!!
MovieSerifText_5a_0078_F	あぁ…　い　いけない！\n{r[と]}止{/r}めなきゃっ!!
MovieSerifText_5a_0081_M	お…　{r[うご]}動{/r}ける
MovieSerifText_5a_0081_F	あ…　{r[うご]}動{/r}ける！
MovieSerifText_5a_0082_M	{r[ま]}待{/r}ちたまえ　ムサシくん！
MovieSerifText_5a_0083_M	{r[わる]}悪{/r}い{r[し]}知{/r}らせだ…
MovieSerifText_5a_0084_M	{r[かくち]}各地{/r}で{r[かつどう]}活動{/r}を{r[てんかい]}展開{/r}していた{r[かいほうせんせん]}解放戦線{/r}が\nことごとく{r[ざんぱい]}惨敗{/r}している
MovieSerifText_5a_0085_M	なんだって？
MovieSerifText_5a_0085_F	なんですって!?
MovieSerifText_5a_0086_M	{r[いちど]}一度{/r}{r[てったい]}撤退{/r}し　{r[ぶたい]}部隊{/r}を{r[た]}立{/r}て{r[なお]}直{/r}そう
MovieSerifText_5a_0087_M	あ…　{r[はし]}橋{/r}が…
MovieSerifText_5a_0088_M	ムサシ…　ひとまず{r[もど]}戻{/r}るぞ！
\database\database_movieSerif_5B.msbt
MovieSerifText_5b_0001_M	リョーマさんっ!!
MovieSerifText_5b_0002_M	とうちゃんの…\nグロムの{r[い]}言{/r}ってた{r[はなし]}話{/r}は{r[ほんとう]}本当{/r}ですか!?
MovieSerifText_5b_0002_F	とうさんの…\nグロムの{r[い]}言{/r}ってた{r[はなし]}話{/r}は{r[ほんとう]}本当{/r}ですか!?
MovieSerifText_5b_0003_M	スシガミたちへの\n{r[うらぎ]}裏切{/r}り{r[こうい]}行為{/r}って{r[なん]}何{/r}ですか!?
MovieSerifText_5b_0004_M	オレのかあちゃんは\nどうなったんですか!?
MovieSerifText_5b_0004_F	{r[わたし]}私{/r}のかあさんは\nどうなったんですか!?
MovieSerifText_5b_0005_M	ムサシくん…\nキミは{r[かいほうせんせん]}解放戦線{/r}の{r[きぼう]}希望{/r}の{r[ほし]}星{/r}
MovieSerifText_5b_0006_M	あんな{r[ざれごと]}戯言{/r}に{r[まど]}惑{/r}わされてはいけません
MovieSerifText_5b_0007_M	とうちゃんのことを{r[し]}死{/r}んだなんて…
MovieSerifText_5b_0007_F	とうさんのことを{r[し]}死{/r}んだなんて…
MovieSerifText_5b_0008_M	{r[へいき]}平気{/r}でウソをつくような\nあんたの{r[ことば]}言葉{/r}なんて{r[しん]}信{/r}じられるか！
MovieSerifText_5b_0008_F	{r[へいき]}平気{/r}でウソをつくような\nあんたの{r[ことば]}言葉{/r}なんて{r[しん]}信{/r}じられないっ！
MovieSerifText_5b_0009_M	{r[ほんとう]}本当{/r}のことを{r[はな]}話{/r}してくれ！
MovieSerifText_5b_0009_F	{r[ほんとう]}本当{/r}のことを{r[はな]}話{/r}してっ！
MovieSerifText_5b_0010_M	ムサシくん！
MovieSerifText_5b_0011_M	では　ひとつ{r[き]}聞{/r}かせてください
MovieSerifText_5b_0012_M	キミは{r[なん]}何{/r}のために{r[たたか]}戦{/r}っていますか？
MovieSerifText_5b_0075_M	{r[じぶん]}自分{/r}がスシを{r[た]}食{/r}べるためですか？
MovieSerifText_5b_0013_M	それとも…
MovieSerifText_5b_0014_M	{r[りそう]}理想{/r}のため？
MovieSerifText_5b_0015_M	もちろん{r[りそう]}理想{/r}のためだ！
MovieSerifText_5b_0015_F	もちろん{r[りそう]}理想{/r}のためよ！
MovieSerifText_5b_0016_M	{r[せかいじゅう]}世界中{/r}の{r[こども]}子供{/r}たちに\nスシを{r[た]}食{/r}べさせてあげるんだ!!
MovieSerifText_5b_0016_F	{r[せかいじゅう]}世界中{/r}の{r[こども]}子供{/r}たちに\nスシを{r[た]}食{/r}べさせてあげたいの!!
MovieSerifText_5b_0017_M	…なるほど
MovieSerifText_5b_0018_M	では　さらに{r[き]}聞{/r}きましょう
