\database\database_area.msbt
areaName_area01	{r[きょうわこく]}共和国{/r}
stageName_stage117	{r[ていこくかいどう]}帝国街道{/r}６
stageName_stage118	{r[ていこくかいどう]}帝国街道{/r}７
stageName_stage119	{r[ていこくかいどう]}帝国街道{/r}８
stageName_stage120	{r[ていこくかいどう]}帝国街道{/r}９
stageName_stage121	{r[ていと]}帝都{/r}・{r[せいもん]}正門{/r}
stageName_stage122	{r[ていと]}帝都{/r}１
stageName_stage123	{r[ていと]}帝都{/r}２
stageName_stage124	{r[ていと]}帝都{/r}３
stageName_stage125	{r[ていと]}帝都{/r}４
stageName_stage126	{r[ていと]}帝都{/r}５
stageName_stage127	{r[ていと]}帝都{/r}６
stageName_stage128	{r[ていと]}帝都{/r}７
stageName_stage129	{r[ていと]}帝都{/r}８
stageName_stage130	{r[きゅうでんじょうもん]}宮殿城門{/r}
stageName_stage131	{r[きゅうでんいりぐち]}宮殿入口{/r}
stageName_stage132	エントランス１
stageName_stage133	エントランス２
stageName_stage134	エントランス３
stageName_stage135	エントランス４
stageName_stage136	{r[きゅうでんろうか]}宮殿廊下{/r}
stageName_stage137	{r[へいしつめしょ]}兵士詰所{/r}１
stageName_stage138	{r[へいしつめしょ]}兵士詰所{/r}２
stageName_stage139	{r[へいしつめしょ]}兵士詰所{/r}３
stageName_stage140	{r[へいしつめしょ]}兵士詰所{/r}４
stageName_stage141	{r[してんのう]}四天王{/r}の{r[ま]}間{/r}１
stageName_stage142	{r[してんのう]}四天王{/r}の{r[ま]}間{/r}２
stageName_stage143	{r[してんのう]}四天王{/r}の{r[ま]}間{/r}３
stageName_stage144	{r[してんのう]}四天王{/r}の{r[ま]}間{/r}４
stageName_stage145	{r[こうてい]}皇帝{/r}の{r[ま]}間{/r}
stageName_stage146	{r[こうてい]}皇帝{/r}の{r[ま]}間{/r}・{r[ぎょくざ]}玉座{/r}
stageName_area01_ex001	かくしステージ１
stageName_area01_ex002	かくしステージ２
stageName_area01_ex003	かくしステージ３
stageName_area01_ex004	{r[みさき]}岬{/r}のかくれほこら
stageName_area02_ex001	かくしステージ１
stageName_area02_ex002	かくしステージ２
stageName_area02_ex003	かくしステージ３
stageName_area02_ex004	{r[かいがん]}海岸{/r}のかくれほこら
stageName_area03_ex001	かくしステージ１
stageName_area03_ex002	かくしステージ２
stageName_area03_ex003	かくしステージ３
stageName_area03_ex004	かくしステージ４
stageName_area03_ex005	かくしステージ５
stageName_area03_ex006	かくしステージ６
stageName_area03_ex007	かくしステージ７
stageName_area03_ex008	{r[こうざん]}鉱山{/r}のかくれほこら
stageName_area04_ex001	かくしステージ１
stageName_area04_ex002	かくしステージ２
stageName_area04_ex003	かくしステージ３
stageName_area04_ex004	{r[ようさい]}要塞{/r}のかくれほこら
stageName_area05_ex001	かくしステージ１
stageName_area05_ex002	かくしステージ２
stageName_area05_ex003	かくしステージ３
stageName_area05_ex004	{r[ことう]}孤島{/r}のかくれほこら
stageName_area06_ex001	かくしステージ１
stageName_area06_ex002	かくしステージ２
stageName_area06_ex003	かくしステージ３
stageName_area06_ex004	かくしステージ４
stageName_area06_ex005	かくしステージ５
stageName_area06_ex006	かくしステージ６
stageName_area06_ex007	かくしステージ７
stageName_area06_ex008	かくしステージ８
stageName_area06_ex009	かくしステージ９
stageName_area06_ex010	{r[きた]}北{/r}の{r[もり]}森{/r}のかくれほこら
stageName_area07_ex001	{r[しょうぞうが]}肖像画{/r}
stageName_area04sub_001	{r[おくち]}奥地{/r}の{r[みち]}道{/r}１
stageName_area04sub_002	{r[おくち]}奥地{/r}の{r[みち]}道{/r}２
stageName_area04sub_003	{r[おくち]}奥地{/r}の{r[みち]}道{/r}３
stageName_area04sub_004	{r[おくち]}奥地{/r}の{r[みち]}道{/r}４
stageName_area04sub_005	{r[おくち]}奥地{/r}の{r[みち]}道{/r}５
stageName_area04sub_006	{r[おくち]}奥地{/r}の{r[みち]}道{/r}６
stageName_area04sub_007	{r[おくち]}奥地{/r}の{r[みち]}道{/r}７
stageName_area04sub_008	{r[おくち]}奥地{/r}の{r[みち]}道{/r}８
stageName_area04sub_009	{r[おくち]}奥地{/r}の{r[みち]}道{/r}９
stageName_area04sub_010	{r[おくち]}奥地{/r}のかくれ{r[じんじゃ]}神社{/r}
stageName_area04sub_ex001	かくしステージ１
stageName_area04sub_ex002	{r[ゆきやま]}雪山{/r}のかくれほこら
stageName_area06sub_001	{r[みなみ]}南{/r}の{r[かいどう]}街道{/r}１
stageName_area06sub_002	{r[みなみ]}南{/r}の{r[かいどう]}街道{/r}２
stageName_area06sub_003	{r[みなみ]}南{/r}の{r[かいどう]}街道{/r}３
stageName_area06sub_004	{r[みなみ]}南{/r}の{r[かいどう]}街道{/r}４
stageName_area06sub_005	{r[みなみ]}南{/r}の{r[かいどう]}街道{/r}５
stageName_area06sub_006	{r[みなみ]}南{/r}の{r[かいどう]}街道{/r}６
stageName_area06sub_007	{r[みなみ]}南{/r}の{r[かいどう]}街道{/r}７
stageName_area06sub_008	{r[みなみ]}南{/r}の{r[かいどう]}街道{/r}８
stageName_area06sub_009	{r[みなみ]}南{/r}の{r[かいどう]}街道{/r}９
stageName_area06sub_010	{r[ていこくぐんちかしせつ]}帝国軍地下施設{/r}
stageName_area06sub_ex001	かくしステージ１
stageName_area06sub_ex002	{r[みなみ]}南{/r}のかくれほこら
stageName_area08_001	{r[なぞ]}謎{/r}の{r[しせつまえ]}施設前{/r}
stageName_area08_002	パラレルゲート No.1/31
stageName_area08_003	パラレルゲート No.2/31
stageName_area08_004	パラレルゲート No.3/31
stageName_area08_005	パラレルゲート No.4/31
stageName_area08_006	パラレルゲート No.5/31
stageName_area08_007	パラレルゲート No.6/31
stageName_area08_008	パラレルゲート No.7/31
stageName_area08_009	パラレルゲート No.8/31
stageName_area08_010	パラレルゲート No.9/31
stageName_area08_011	パラレルゲート No.10/31
stageName_area08_012	パラレルゲート No.11/31
stageName_area08_013	パラレルゲート No.12/31
stageName_area08_014	パラレルゲート No.13/31
stageName_area08_015	パラレルゲート No.14/31
stageName_area08_016	パラレルゲート No.15/31
stageName_area08_017	パラレルゲート No.16/31
stageName_area08_018	パラレルゲート No.17/31
stageName_area08_019	パラレルゲート No.18/31
stageName_area08_020	パラレルゲート No.19/31
stageName_area08_021	パラレルゲート No.20/31
stageName_area08_022	パラレルゲート No.21/31
stageName_area08_023	パラレルゲート No.22/31
stageName_area08_024	パラレルゲート No.23/31
stageName_area08_025	パラレルゲート No.24/31
stageName_area08_026	パラレルゲート No.25/31
stageName_area08_027	パラレルゲート No.26/31
stageName_area08_028	パラレルゲート No.27/31
stageName_area08_029	パラレルゲート No.28/31
stageName_area08_030	パラレルゲート No.29/31
stageName_area08_031	パラレルゲート No.30/31
stageName_area08_032	パラレルゲート No.31/31
stageName_area50_001	おさら{r[じま]}島{/r}１
stageName_area50_002	{r[だいいち]}第一{/r}おはし{r[ばし]}橋{/r}１
stageName_area50_003	{r[だいいち]}第一{/r}おはし{r[ばし]}橋{/r}２
stageName_area50_004	おさら{r[じま]}島{/r}２
stageName_area50_005	おさら{r[じま]}島{/r}２スシロー{r[まえ]}前{/r}
stageName_area50_006	{r[だいに]}第二{/r}おはし{r[ばし]}橋{/r}１
stageName_area50_007	{r[だいに]}第二{/r}おはし{r[ばし]}橋{/r}２
stageName_area50_008	{r[だいに]}第二{/r}おはし{r[ばし]}橋{/r}３
stageName_area50_009	おしょう{r[ゆ]}湯{/r}
stageName_area50_010	{r[だいさん]}第三{/r}おはし{r[ばし]}橋{/r}１
stageName_area50_011	{r[だいさん]}第三{/r}おはし{r[ばし]}橋{/r}２
stageName_area50_012	おさら{r[じま]}島{/r}３
stageName_area50_013	おさら{r[じま]}島{/r}３わさび{r[やま]}山{/r}ふもと
stageName_area50_014	{r[だいよん]}第四{/r}おはし{r[ばし]}橋{/r}１
stageName_area50_015	{r[だいよん]}第四{/r}おはし{r[ばし]}橋{/r}２
stageName_area50_016	おさら{r[じま]}島{/r}４スシロー{r[まえ]}前{/r}
stageName_area50_017	{r[だいご]}第五{/r}おはし{r[ばし]}橋{/r}１
stageName_area50_018	{r[だいご]}第五{/r}おはし{r[ばし]}橋{/r}２
stageName_area50_019	{r[だいご]}第五{/r}おはし{r[ばし]}橋{/r}３
stageName_area50_020	まんぷく{r[じま]}島{/r}ガリ{r[いわ]}岩{/r}
stageName_area50_ex001	おさら{r[じま]}島{/r}５
stageName_area50_ex002	すぷーん{r[ばし]}橋{/r}１
stageName_area50_ex003	すぷーん{r[ばし]}橋{/r}２
stageName_area50_ex004	すぷーん{r[ばし]}橋{/r}３
stageName_area50_ex005	おさら{r[じま]}島{/r}６
\event\episode_cmn.msbt
System_Label_MaskLower_M	Ａボタンまたは{r[したがめん]}下画面{/r}タッチで{r[すす]}進{/r}みます
Name_Label_Musashi_M	ムサシ
Name_Label_Salmon_M	ジンライ
Name_Label_Leo_M	ジンライ
Name_Label_Kojiro_M	コジロー
Name_Label_Yukichi_M	ユキチ
Name_Label_Ryoma_M	リョーマ
Name_Label_Yuulia_M	ユーリア
Name_Label_Amaebi_M	アラオウ
Name_Label_Sweats_M	ペンゾー
Name_Label_Myway_M	ゴクオウ
Name_Label_Rob_M	カズラサツ
Name_Label_Superstar_M	マウソー
Name_Label_Lanelow_M	ポポカン
Name_Label_Blind_M	ゴレカン
Name_Label_Hpchange_M	アヌビサツ
Name_Label_Invisible_M	クロカン
Name_Label_Reflection_M	ガロオウ
Name_Label_Skillcopy_M	カメレサツ
Name_Label_Vacuum_M	ワニオウ
Name_Label_LaneFill_M	キャッテン
Name_Label_Doton_M	ドートン
Name_Label_Ablicos_M	アブリコス
Name_Label_Bamboo_M	バンブーク
Name_Label_Sosuna_M	ソスナ
Name_Label_Grohm_M	グロム
Name_Label_Glado_M	グラード
Name_Label_Chara_M	チャラオ
Name_Label_Father_M	ジュウベエ
Name_Label_EmpireCommander_M	タイチョウ
Name_Label_EmpireCommander2_M	シレイカン
Name_Label_EmpirePrivate_M	テイコクヘイ
Name_Label_LiberionSoldier_M	ギユウヘイ
Name_Label_LiberionSoldierPlu_M	ギユウヘイ
Name_Label_KidsVi_M	こどもたち
Name_Label_KidsBe_M	こどもたち
Name_Label_KidsVo_M	こどもたち
Name_Label_SolAb_M	テイコクヘイ
Name_Label_ComAb_M	タイチョウ
Name_Label_SolBa_M	テイコクヘイ
Name_Label_ComBa_M	タイチョウ
Name_Label_SolSo_M	テイコクヘイ
Name_Label_ComSo_M	タイチョウ
Name_Label_SolGr_M	テイコクヘイ
Name_Label_ComGr_M	タイチョウ
Name_Label_ComRo_M	シュリョウ
Name_Label_Unknown_M	？？？
Name_Label_Priest_M	ミコ
Name_Label_Engineer_M	ギシ
BossEntryLabelGeneral_Abricos	{r[しょうぐん]}将軍{/r}アブリコス
BossEntryLabelGeneral_Bambooque	{r[しょうぐん]}将軍{/r}バンブーク
BossEntryLabelGeneral_Sosuna	{r[しょうぐん]}将軍{/r}ソスナ
BossEntryLabelEntry_M	{r[とうじょう]}登場{/r}！！！！
BuildUpLevel2_M	たてものLV2にアップ！！
BuildUpLevel3_M	たてものLV3にアップ！！
Name_Label_ComRoAl_M	ボス
\event\stageBattleArea50_001.msbt
CharaSerif_00_M	なっ、なんだ!?\nHPが{r[さいしょ]}最初{/r}からだいぶ{r[すく]}少{/r}なかったぞ！
CharaSerif_00_F	なっ、なに!?\nHPが{r[さいしょ]}最初{/r}からだいぶ{r[すく]}少{/r}なくなかった？
CharaSerif_01_M	そうか･･･ いつものスシガミたちとは{r[ちが]}違{/r}うもんな。\nこりゃ、いきなり{r[だい]}大{/r}ピンチかも･･･？
CharaSerif_01_F	そうか･･･ いつものスシガミたちとは{r[ちが]}違{/r}うもんね。\nこれは、いきなり{r[だい]}大{/r}ピンチかも･･･
CharaSerif_02_M	･･･えっ、このアイテム？\nこれを{r[た]}食{/r}べれば、{c[ffae00]}{r[かいふく]}回復{/r}{c[000000]}できるのか？
CharaSerif_02_F	･･･えっ、このアイテム？\nこれを{r[た]}食{/r}べれば、{c[ffae00]}{r[かいふく]}回復{/r}{c[000000]}できるの？
CharaSerif_03_M	わかった！ {r[で]}出{/r}たらソッコーで{r[と]}取{/r}るよ！\nたよりにしてるぜ!!
CharaSerif_03_F	わかった！ {r[で]}出{/r}たら{r[いそ]}急{/r}いで{r[と]}取{/r}るわ！\nたよりにしてるわね!!
\event\stageBattleArea50_002.msbt
CharaSerif_00_M	･･･ん？\nどうした？ こんなところで。
CharaSerif_00_F	･･･ん？\nどうしたの？ こんなところで。
CharaSerif_01_M	えっ？ おトクな{r[じょうほう]}情報{/r}がある･･･ だって？
CharaSerif_01_F	えっ？ おトクな{r[じょうほう]}情報{/r}がある･･･ ですって？
CharaSerif_02_M	おおっ！ {r[さら]}皿{/r}をつないでいる{r[とき]}時{/r}にこれを{r[と]}取{/r}ると\nそこから{c[ffae00]}さらに７{r[びょうかんさら]}秒間皿{/r}をつなげられる{c[000000]}のか！
CharaSerif_02_F	うおぅ♪ {r[さら]}皿{/r}をつないでいる{r[とき]}時{/r}にこれを{r[と]}取{/r}ると\nそこから{c[ffae00]}さらに７{r[びょうかんさら]}秒間皿{/r}をつなげられる{c[000000]}のね！
CharaSerif_03_M	へへっ♪ お{r[ちゃ]}茶{/r}でリフレッシュってわけだな？\nわかったぜ！ {r[おし]}教{/r}えてくれてありがとな！
CharaSerif_03_F	へへっ♪ お{r[ちゃ]}茶{/r}でリフレッシュってわけね？\nわかったわ！ {r[おし]}教{/r}えてくれてありがとう！
\event\stageBeginArea50_001.msbt
CharaSerif_00_M	{r[たいちょう]}隊長{/r}どの！\nスシガミバリアーの{r[じゅんび]}準備{/r}、{r[かんりょう]}完了{/r}しました！
CharaSerif_01_M	･･･うむ、スイッチを{r[い]}入{/r}れろ。
CharaSerif_02_M	はっ！ スシガミバリアー{r[きどう]}起動{/r}！
CharaSerif_02B_M	なあ、{r[いま]}今{/r}のなんだ？
CharaSerif_02B_F	ねえ、{r[いま]}今{/r}のなに？
CharaSerif_03_M	いいぞ･･･ これで、この{r[しま]}島{/r}のスシガミどもは\n{r[そと]}外{/r}に{r[で]}出{/r}られなくなった･･･！
CharaSerif_04_M	ヘヘッ♪ {r[れい]}例{/r}のスシガミを{r[お]}追{/r}ってきた{r[さき]}先{/r}が\n{r[しんしゅ]}新種{/r}のスシガミの{r[ほうこ]}宝庫{/r}とは･･･ ラッキーでしたね！
CharaSerif_04B_M	えっ!? {r[しんしゅ]}新種{/r}のスシガミ？
CharaSerif_05_M	しかし、この{r[しま]}島{/r}のスシガミ･･･ のんびりしてて\n{r[とら]}捉{/r}えどころがない･･･ ミョーな{r[れんちゅう]}連中{/r}だ。
CharaSerif_06_M	ひょっとして･･･ ケイヤクという{r[がいねん]}概念{/r}すら\nわかっていないのでは？
CharaSerif_07_M	フフフ･･･ だからこのバリアーで{r[と]}閉{/r}じ{r[こ]}込{/r}めて\nゴッソリさらって{r[い]}行{/r}こうというワケだ･･･！
CharaSerif_08_M	\u000e\u0000\u0002\u0002\u0096\u0000やめろ！ そんなことさせるか!!\u000e\u0000\u0002\u0002d\u0000
CharaSerif_08_F	\u000e\u0000\u0002\u0002\u0096\u0000このっ！ そんなことさせないわ!!\u000e\u0000\u0002\u0002d\u0000
CharaSerif_09_M	なにっ!?\nキサマはムサシ･･･ いつのまに！
CharaSerif_11_M	･･･へへっ！ しかしスシガミを{r[よ]}呼{/r}べない\nムサシなんて、{r[てき]}敵{/r}じゃありませんぜ！
CharaSerif_10_M	なにっ？ どういうことだ!?\n
CharaSerif_10_F	･･･なに？ どういうこと!?
CharaSerif_11B_M	フン･･･！ バリアーには、{r[しま]}島{/r}の{r[そと]}外{/r}のスシガミが\n{r[なか]}中{/r}に{r[はい]}入{/r}ってこれなくなる{r[こうか]}効果{/r}もあるのだ！
CharaSerif_12_M	\u000e\u0000\u0002\u0002\u0096\u0000なんだって!?\u000e\u0000\u0002\u0002d\u0000
CharaSerif_12_F	\u000e\u0000\u0002\u0002\u0096\u0000なんですって!?\u000e\u0000\u0002\u0002d\u0000
CharaSerif_13_M	（ムサシ、それは{r[まこと]}誠{/r}じゃ･･･ ワシらの{r[たましい]}魂{/r}は{r[しま]}島{/r}の{r[そと]}外{/r}。\n ワシは{r[いま]}今{/r}、おヌシの{r[こころ]}心{/r}に{r[ちょくせつかた]}直接語{/r}りかけておる･･･）
CharaSerif_14_M	くっ･･･！ それじゃバトルできないぜ･･･\nどうすりゃいいんだ･･･？
CharaSerif_14_F	くっ･･･！ それじゃバトルできない･･･\nどうすりゃいいの･･･？
CharaSerif_15_M	\u000e\u0000\u0002\u0002\u0096\u0000うおおっ!? なんだなんだ？\u000e\u0000\u0002\u0002d\u0000
CharaSerif_15_F	\u000e\u0000\u0002\u0002\u0096\u0000なっ、なに!? なんなの!?\u000e\u0000\u0002\u0002d\u0000
CharaSerif_16_M	･･･ああ!! そうか、この{r[しま]}島{/r}のスシガミだな!?\nちょうどよかった！ オレにチカラを･･･
CharaSerif_16_F	･･･ああ!! そうか、この{r[しま]}島{/r}のスシガミね!?\nちょうどよかった！ わたしにチカラを･･･
CharaSerif_18_M	おおっ！ チカラを{r[か]}貸{/r}してくれるのか!!\nなんだよ！ {r[はなし]}話{/r}がはやいな!!
CharaSerif_18_F	うおぅ♪ チカラを{r[か]}貸{/r}してくれるのね!!\nすごい！ {r[はなし]}話{/r}がはやーい♪
CharaSerif_19_M	えっ？ でもそれには、この「{c[91ff1e]}チャレンジけん{c[000000]}」の\nパワーが{r[ひつよう]}必要{/r}･･･？ へえ･･･
CharaSerif_19_F	えっ？ でもそれには、この「{c[91ff1e]}チャレンジけん{c[000000]}」の\nパワーが{r[ひつよう]}必要{/r}･･･？ ふーん･･･
CharaSerif_20_M	ムゥ･･･ まさかこの{r[しま]}島{/r}のスシガミを\n{r[みかた]}味方{/r}につけるとは･･･！
CharaSerif_21_M	ええい！ そのスシガミともども\n{r[われ]}我{/r}らが{r[ていこく]}帝国{/r}の{r[いだい]}偉大{/r}さを{r[おし]}教{/r}えてやれ!!
