\database\database_achieveInfo.msbt
AchieveName_001	Super Striker
MovieSerifText_3b_0015_M	A friend of yours...
MovieSerifText_3b_0016_M	I still have no taste for sushi.
MovieSerifText_3b_0017_M	But then...
MovieSerifText_3b_0022_M	with your help...
MovieSerifText_3b_0018_M	maybe I could learn...what it\nis you love so much about it.
MovieSerifText_3b_0019_M	You will.
MovieSerifText_3b_0019_F	You will.
MovieSerifText_3b_0020_M	Musashi...
MovieSerifText_3b_0023_M	I'm with you all the way.
\database\database_movieSerif_3C.msbt
MovieSerifText_3c_0001_M	Ugh... I... Argh...
MovieSerifText_3c_0002_M	You've run out of chances,\nKodiak.
MovieSerifText_3c_0003_M	C'mon... Have a heart!
MovieSerifText_3c_0004_M	Spare me your pleas.
MovieSerifText_3c_0005_M	Take him to the facility!
MovieSerifText_3c_0006_M	No...not there!
MovieSerifText_3c_0007_M	ANYWHERE BUT THERE!\nNO... PLEASE!
MovieSerifText_3c_0008_M	Your fellow Imperial general has\nbeen relieved of his command.
MovieSerifText_3c_0009_M	The Sushi Liberation Front\nwill strike again.
MovieSerifText_3c_0012_M	One of your territories may\nbe next.
MovieSerifText_3c_0010_M	Be vigilant for an attack!
MovieSerifText_3c_0011_M	Yes, sir!
MovieSerifText_3c_0011_F	Yes, sir!
\database\database_movieSerif_4A.msbt
MovieSerifText_4a_0001_M	I'm the man himself...
MovieSerifText_4a_0002_M	The golden-years golden boy,\nGeneral Ausprey!
MovieSerifText_4a_0004_M	Ehh heh heh...
MovieSerifText_4a_0005_M	Nommm...
MovieSerifText_4a_0007_M	Mmm...hot cha!
MovieSerifText_4a_0009_M	A heap of wasabi is my favorite\nway to eat sushi!
MovieSerifText_4a_0010_M	In fact, here on my turf, the\nwasabi part isn't optional.
MovieSerifText_4a_0012_M	That's madness.
MovieSerifText_4a_0013_M	Wasabi is too strong a taste\nfor children.
MovieSerifText_4a_0014_M	They're learning young the\ncorrect way to experience sushi.
MovieSerifText_4a_0015_M	I'm doing them a favor!
MovieSerifText_4a_0016_M	Hrrrrhhh...
MovieSerifText_4a_0017_M	Don't force your tastes on\nothers!
MovieSerifText_4a_0018_M	Girls!
MovieSerifText_4a_0021_M	Deal with these water-tongued\nweaklings...
MovieSerifText_4a_0019_M	who can't handle their\nwasabi!
MovieSerifText_4a_0020_M	Yes, siiiiiir!
\database\database_movieSerif_5A.msbt
MovieSerifText_5a_0001_M	Haha! Didja see that?!
MovieSerifText_5a_0001_F	Haha! Didja see that?!
MovieSerifText_5a_0002_M	I did indeed.
MovieSerifText_5a_0003_M	I never thought I'd find myself\nin this position.
MovieSerifText_5a_0004_M	Heh!
MovieSerifText_5a_0004_F	Heh!
MovieSerifText_5a_0005_M	But now...
MovieSerifText_5a_0089_M	You've forced me to use the full\nextent of my powers.
MovieSerifText_5a_0006_M	Huh?
MovieSerifText_5a_0006_F	Huh?
MovieSerifText_5a_0007_M	Ah! What's...\nWhat's happening?
MovieSerifText_5a_0007_F	Ah! What's...\nWhat's happening?
MovieSerifText_5a_0008_M	I can't control my arms!
MovieSerifText_5a_0008_F	I can't control my arms!
MovieSerifText_5a_0009_M	But how?! That skill was only\na myth!
MovieSerifText_5a_0010_M	I didn't think anyone had\nsuch power!
MovieSerifText_5a_0011_M	Jinrai! What did he do?!
MovieSerifText_5a_0011_F	Jinrai! What did he do?!
MovieSerifText_5a_0012_M	It's a skill that only those who\nlove sushi deeply can use.
MovieSerifText_5a_0013_M	A sushi striker's ultimate\nweapon!
MovieSerifText_5a_0014_M	He eats sushi with such\npoetry...
MovieSerifText_5a_0015_M	that it enthralls his enemy,\nlocking them in place!
MovieSerifText_5a_0017_M	They call it...Sushido!
MovieSerifText_5a_0018_M	Sushido?!
MovieSerifText_5a_0018_F	Sushido?!
MovieSerifText_5a_0019_M	You'll find that you can't even\nmove a muscle.
MovieSerifText_5a_0020_M	*sigh*
MovieSerifText_5a_0020_F	*sigh*
MovieSerifText_5a_0021_M	*groan*
MovieSerifText_5a_0021_F	*groan*
MovieSerifText_5a_0022_M	*swooooooon*
MovieSerifText_5a_0022_F	*swooooooon*
MovieSerifText_5a_0024_M	A sushi striker who can't eat\nposes no threat at all.
MovieSerifText_5a_0025_M	Come on!
MovieSerifText_5a_0025_F	Come on!
MovieSerifText_5a_0026_M	Musashi, I'll ask you once more.
MovieSerifText_5a_0027_M	Aaaa!
MovieSerifText_5a_0027_F	Aaaa!
MovieSerifText_5a_0028_M	Will you join me...
MovieSerifText_5a_0029_M	in my quest.
MovieSerifText_5a_0030_M	Aaaahhhh!
MovieSerifText_5a_0030_F	Aaaahhhh!
MovieSerifText_5a_0031_M	Wait, no!
MovieSerifText_5a_0031_F	Wait, no!
MovieSerifText_5a_0032_M	No! No!
MovieSerifText_5a_0032_F	No! No!
MovieSerifText_5a_0033_M	You and your Empire keep all\nthe sushi to yourself!\nIt's wrong!
MovieSerifText_5a_0033_F	You and your Empire keep all\nthe sushi to yourself!\nIt's wrong!
MovieSerifText_5a_0034_M	Really.
MovieSerifText_5a_0035_M	What if I showed you...
MovieSerifText_5a_0036_M	the face behind this mask?
MovieSerifText_5a_0037_M	Uh...
MovieSerifText_5a_0037_F	Uh...
MovieSerifText_5a_0038_M	Huh?!
MovieSerifText_5a_0038_F	Huh?!
MovieSerifText_5a_0039_M	What the heck?!
MovieSerifText_5a_0039_F	What the heck?!
MovieSerifText_5a_0040_M	Dad!
MovieSerifText_5a_0040_F	Dad!
MovieSerifText_5a_0041_M	I thought you were dead!
MovieSerifText_5a_0041_F	I thought you were dead!
MovieSerifText_5a_0042_M	Yes... Jubay is dead to\nthe world.
MovieSerifText_5a_0043_M	I live now only as Tiburon\nof the Imperial Army!
MovieSerifText_5a_0044_M	How could you...
MovieSerifText_5a_0044_F	How could you...
MovieSerifText_5a_0045_M	How could you?!
MovieSerifText_5a_0045_F	How could you?!
MovieSerifText_5a_0046_M	You fought on the side of the\nRepublic!
MovieSerifText_5a_0046_F	You fought on the side of the\nRepublic!
MovieSerifText_5a_0047_M	I was once a sushi striker who\nagreed with the Republic's ideals.
MovieSerifText_5a_0048_M	I fought the Empire in the\nSushi Struggles.
MovieSerifText_5a_0049_M	Our dream was to provide sushi\nfor everyone, everywhere.
MovieSerifText_5a_0050_M	However...
MovieSerifText_5a_0090_M	I broke ties with the Republic\nwhen I saw their true colors.
MovieSerifText_5a_0051_M	It was then that I defected to\nthe Empire.
MovieSerifText_5a_0052_M	"True colors"? What do\nyou mean?
MovieSerifText_5a_0052_F	"True colors"? What do\nyou mean?
MovieSerifText_5a_0053_M	Listen to me, Musashi.
MovieSerifText_5a_0054_M	The Republic was taking the gift\nof sushi too much for granted.
MovieSerifText_5a_0055_M	Somewhere along the way,\nthey lost sight of what made\nsushi sacred.
MovieSerifText_5a_0056_M	Things got so bad that they\neven failed to clean their plates.
MovieSerifText_5a_0057_M	Mind you...that's the least of\nthe SLF's crimes...
MovieSerifText_5a_0058_M	Enough, Jubay.
MovieSerifText_5a_0059_M	Or...should I be calling you\nGeneral Tiburon?
MovieSerifText_5a_0060_M	There you are.
MovieSerifText_5a_0061_M	Our "true colors"?
MovieSerifText_5a_0091_M	Stop trying to poison the boy\nagainst us.
MovieSerifText_5a_0091_F	Stop trying to poison the girl\nagainst us.
MovieSerifText_5a_0062_M	Only the Sushi Liberation\nFront...
MovieSerifText_5a_0092_M	is a force for good!
MovieSerifText_5a_0063_M	So it was you who told Musashi\nI died.
MovieSerifText_5a_0064_M	Yes.
MovieSerifText_5a_0065_M	The day you betrayed the\ncause, you were dead to me.
MovieSerifText_5a_0066_M	I'm not the traitor here!
MovieSerifText_5a_0067_M	Your SLF's methods betray the\nsushi sprites!
MovieSerifText_5a_0068_M	That's not...
MovieSerifText_5a_0069_M	What does he mean, Masa?
MovieSerifText_5a_0069_F	What does he mean, Masa?
MovieSerifText_5a_0070_M	Listen, Musashi.
MovieSerifText_5a_0071_M	Because of this man\nyour mother...
MovieSerifText_5a_0073_M	You lie! That decision was hers\nto make!
MovieSerifText_5a_0074_M	What is this? What happened\nto Mom?!
MovieSerifText_5a_0074_F	What is this? What happened\nto Mom?!
MovieSerifText_5a_0075_M	For that...
MovieSerifText_5a_0093_M	you should ask Masa.
MovieSerifText_5a_0076_M	Good-bye...
MovieSerifText_5a_0077_M	My son.
MovieSerifText_5a_0077_F	My daughter.
MovieSerifText_5a_0078_M	Aah... W-wait! Don't leave!
MovieSerifText_5a_0078_F	Aah... W-wait! Don't leave!
MovieSerifText_5a_0081_M	Oh, I can move.
MovieSerifText_5a_0081_F	Oh, I can move.
MovieSerifText_5a_0082_M	Musashi, wait.
MovieSerifText_5a_0083_M	I have bad news.
MovieSerifText_5a_0084_M	I'm afraid the SLF spread itself\ntoo thin. We've taken too\nmany losses.
MovieSerifText_5a_0085_M	Seriously?!
MovieSerifText_5a_0085_F	Seriously?!
MovieSerifText_5a_0086_M	We must withdraw and bolster\nour forces.
MovieSerifText_5a_0087_M	Aw man...the bridge...
MovieSerifText_5a_0087_F	Aw man...the bridge...
MovieSerifText_5a_0088_M	Musashi... Let's go.
\database\database_movieSerif_5B.msbt
MovieSerifText_5b_0001_M	Hey, Masa!
MovieSerifText_5b_0001_F	Hey, Masa!
MovieSerifText_5b_0002_M	Is what my dad—I mean\nTiburon—said for real?!
MovieSerifText_5b_0002_F	Is what my dad—I mean\nTiburon—said for real?!
MovieSerifText_5b_0003_M	Did you really betray the\nsushi sprites?!
MovieSerifText_5b_0003_F	Did you really betray the\nsushi sprites?!
MovieSerifText_5b_0004_M	And what happened to\nmy mom?!
MovieSerifText_5b_0004_F	And what happened to\nmy mom?!
MovieSerifText_5b_0005_M	Musashi... You are the SLF's\nbest hope right now.
MovieSerifText_5b_0006_M	Don't fall for the Empire's\nobvious lies.
MovieSerifText_5b_0007_M	But you said my dad was dead!
MovieSerifText_5b_0007_F	But you said my dad was dead!
MovieSerifText_5b_0008_M	How am I supposed to believe\nyou about anything when you\nlied about that?!
MovieSerifText_5b_0008_F	How am I supposed to believe\nyou about anything when you\nlied about that?!
MovieSerifText_5b_0009_M	Just tell me the truth!
MovieSerifText_5b_0009_F	Just tell me the truth!
MovieSerifText_5b_0010_M	Musashi.
MovieSerifText_5b_0011_M	First answer one thing for me. 
MovieSerifText_5b_0012_M	What is it that you are\nfighting for?
MovieSerifText_5b_0075_M	Your own personal right to\neat sushi?
MovieSerifText_5b_0013_M	Or...
MovieSerifText_5b_0014_M	something more?
MovieSerifText_5b_0015_M	Of course there's more to it!
MovieSerifText_5b_0015_F	Of course there's more to it!
MovieSerifText_5b_0016_M	I fight to bring sushi to all the\nchildren of the world!
MovieSerifText_5b_0016_F	I fight to bring sushi to all the\nchildren of the world!
MovieSerifText_5b_0017_M	I see. 
MovieSerifText_5b_0018_M	One more question, then.
MovieSerifText_5b_0019_M	To achieve that noble goal...
MovieSerifText_5b_0020_M	are you prepared to go to\nany lengths necessary?
MovieSerifText_5b_0021_M	Uh, like what?
MovieSerifText_5b_0021_F	Uh, like what?
MovieSerifText_5b_0022_M	Come this way.
MovieSerifText_5b_0023_M	I'll show you the secret of\nthe Sushi Liberation Front's\nstrength.
MovieSerifText_5b_0024_M	There's...a secret?
MovieSerifText_5b_0025_M	Guhh!
MovieSerifText_5b_0025_F	Guhh!
MovieSerifText_5b_0026_M	What...IS this?
MovieSerifText_5b_0026_F	What...IS this?
MovieSerifText_5b_0027_M	The sign of a sushi striker's\nstrength.
MovieSerifText_5b_0028_M	We must eat sushi quickly,\npiling up the plates as fast as\npossible.
MovieSerifText_5b_0029_M	To do that, we omit every\nunnecessary bite.
MovieSerifText_5b_0030_M	     
MovieSerifText_5b_0031_M	Aaahhh!
MovieSerifText_5b_0031_F	Aaahhh!
MovieSerifText_5b_0032_M	No way!
MovieSerifText_5b_0032_F	No way!
MovieSerifText_5b_0033_M	Is this a sick joke?!
MovieSerifText_5b_0033_F	Is this a sick joke?!
MovieSerifText_5b_0034_M	Not at all.
MovieSerifText_5b_0076_M	We need only the tastiest parts.
MovieSerifText_5b_0035_M	The rice is unnecessary.
MovieSerifText_5b_0036_M	This is such a waste!
MovieSerifText_5b_0036_F	This is such a waste!
MovieSerifText_5b_0037_M	A waste, hmm?
MovieSerifText_5b_0038_M	That isn't how I see it.
MovieSerifText_5b_0039_M	You know...
MovieSerifText_5b_0040_M	In my opinion, the most\ngratifying method of\neating sushi...
MovieSerifText_5b_0041_M	is to eat only what you like.
MovieSerifText_5b_0042_M	That's just wrong!
MovieSerifText_5b_0042_F	That's just wrong!
MovieSerifText_5b_0078_M	You should be ashamed!
MovieSerifText_5b_0078_F	You should be ashamed!
MovieSerifText_5b_0043_M	This is sushi heresy!
MovieSerifText_5b_0044_M	Heresy?
MovieSerifText_5b_0077_M	That strikes me as a bit much.
MovieSerifText_5b_0045_M	How can it be called heresy...
MovieSerifText_5b_0079_M	when it has won so\nmany battles? 
MovieSerifText_5b_0046_M	That's no excuse!
MovieSerifText_5b_0046_F	That's no excuse!
MovieSerifText_5b_0047_M	Musashi!
MovieSerifText_5b_0048_M	Your father...
MovieSerifText_5b_0049_M	the legendary sushi striker\nJubay said the same thing once.
MovieSerifText_5b_0050_M	He challenged me to a duel.
MovieSerifText_5b_0051_M	How do you think that went\nfor him?
MovieSerifText_5b_0052_M	He was soundly defeated and\nfled the Republic in shame.
MovieSerifText_5b_0053_M	Your mother went with him,\nleaving you behind as\nan orphan.
MovieSerifText_5b_0054_M	My mom...
MovieSerifText_5b_0054_F	My mom...
MovieSerifText_5b_0055_M	She must have had a reason!
MovieSerifText_5b_0055_F	She must have had a reason!
MovieSerifText_5b_0056_M	What could justify that?\nMusashi...
MovieSerifText_5b_0057_M	No one has cared for you more\nthan us.
MovieSerifText_5b_0058_M	Enough, Musashi. Don't listen\nto him!
MovieSerifText_5b_0059_M	Nghhh!
MovieSerifText_5b_0059_F	Nghhh!
MovieSerifText_5b_0060_M	Admit it, Musashi.
MovieSerifText_5b_0061_M	My victories are proof enough\nthat I am right!
MovieSerifText_5b_0062_M	The Liberation Front is your\nonly option.
MovieSerifText_5b_0063_M	Yeah, right! I'll win this my way!
MovieSerifText_5b_0063_F	Yeah, right! I'll win this my way!
MovieSerifText_5b_0064_M	Never leave a single grain\nof rice!
MovieSerifText_5b_0064_F	Never leave a single grain\nof rice!
MovieSerifText_5b_0065_M	You eat all the sushi or none\nof it!
MovieSerifText_5b_0065_F	You eat all the sushi or none\nof it!
MovieSerifText_5b_0066_M	Musashi... We are at war.
MovieSerifText_5b_0067_M	We cannot keep our plates\nclean and win.
MovieSerifText_5b_0068_M	If you don't understand that,\nthen stay off the front lines.
MovieSerifText_5b_0069_M	Shut up!
MovieSerifText_5b_0069_F	Shut up!
MovieSerifText_5b_0070_M	Cast aside your ideals, and what\nare you fighting for?
MovieSerifText_5b_0071_M	You believe you can win?
MovieSerifText_5b_0080_M	Against my methods?
MovieSerifText_5b_0072_M	I may be a kid.
MovieSerifText_5b_0072_F	I may be a kid.
MovieSerifText_5b_0073_M	But when it comes to sushi\nstriking...
MovieSerifText_5b_0073_F	But when it comes to sushi\nstriking...
MovieSerifText_5b_0074_M	my love for sushi is way\ndeeper than yours!
MovieSerifText_5b_0074_F	my love for sushi is way\ndeeper than yours!
\database\database_movieSerif_5C.msbt
MovieSerifText_5c_0001_M	*pant* *pant* *pant*
MovieSerifText_5c_0001_F	*pant* *pant* *pant*
MovieSerifText_5c_0002_M	That's it...
MovieSerifText_5c_0002_F	That's it...
MovieSerifText_5c_0003_M	I'm gonna take over the SLF!
MovieSerifText_5c_0003_F	I'm gonna take over the SLF!
MovieSerifText_5c_0004_M	In our Republic, I'll make sure\nno food goes to waste!
MovieSerifText_5c_0004_F	In our Republic, I'll make sure\nno food goes to waste!
MovieSerifText_5c_0005_M	And then...we'll take on\nthe Empire...
MovieSerifText_5c_0005_F	And then...we'll take on\nthe Empire...
MovieSerifText_5c_0006_M	They have to pay!
MovieSerifText_5c_0006_F	They have to pay!
MovieSerifText_5c_0007_M	Hrrh. I admire your spirit!
MovieSerifText_5c_0008_M	Uh...why are you glowing?!
MovieSerifText_5c_0008_F	Uh...why are you glowing?!
MovieSerifText_5c_0009_M	Your resolve...and absolute\nappreciation for sushi...
MovieSerifText_5c_0010_M	It has restored me...
MovieSerifText_5c_0011_M	Behold my more powerful,\nawakened form!
MovieSerifText_5c_0013_M	WHAAAAAT!
MovieSerifText_5c_0013_F	WHAAAAAT!
MovieSerifText_5c_0014_M	Is this how you're supposed\nto look, Jinrai?!
MovieSerifText_5c_0014_F	Is this how you're supposed\nto look, Jinrai?!
MovieSerifText_5c_0015_M	No, this form is still imperfect.
MovieSerifText_5c_0015_F	No, this form is still imperfect.
MovieSerifText_5c_0016_M	I don't care! You look cool!
MovieSerifText_5c_0016_F	I don't care! You look cool!
MovieSerifText_5c_0017_M	All right! Come on, let's go beat\ndown the Imperial Army!
MovieSerifText_5c_0017_F	All right! Come on, let's go beat\ndown the Imperial Army!
MovieSerifText_5c_0019_M	Phew...
MovieSerifText_5c_0020_M	Hey! Why did you\nchange back?!
MovieSerifText_5c_0020_F	Hey! Why did you\nchange back?!
MovieSerifText_5c_0021_M	Being small is a little more\nconvenient for me.
MovieSerifText_5c_0022_M	Plus, it's cute.
MovieSerifText_5c_0023_M	Also, I can ride on your head.
MovieSerifText_5c_0024_M	Watch the claws!
MovieSerifText_5c_0024_F	Watch the claws!
\database\database_movieSerif_6A.msbt
MovieSerifText_6a_0001_M	I am the Empire's finest general,\nPurrsilla the puissant!
MovieSerifText_6a_0003_M	My men tell me that you've\nbeen feeding people the\nforbidden sushi...
MovieSerifText_6a_0005_M	Well now, we can't have that.
MovieSerifText_6a_0006_M	Why forbid it?
MovieSerifText_6a_0007_M	Salmon and tuna are very tasty.\nTry some and see!
MovieSerifText_6a_0009_M	Stop right there!
MovieSerifText_6a_0010_M	I'd never let that nasty stuff\ntouch my tongue.
MovieSerifText_6a_0012_M	So it's you...
MovieSerifText_6a_0013_M	You're the one forbidding\nchildren from eating good sushi.
MovieSerifText_6a_0015_M	Of course!
MovieSerifText_6a_0016_M	I'm in control here...
MovieSerifText_6a_0017_M	and I say "no way" to the\nyucky stuff!
MovieSerifText_6a_0018_M	So what if one or two disgusting\ntypes of sushi are banned?
MovieSerifText_6a_0020_M	How dare you!
MovieSerifText_6a_0021_M	Salmon is good to eat, good for\nyour health, and—
MovieSerifText_6a_0022_M	If it's so wonderful, then let's\nsee you prove it.
MovieSerifText_6a_0024_M	Show us its supposed power,\nwon't you?
MovieSerifText_6a_0025_M	Come on, boys.
MovieSerifText_6a_0026_M	Clean up this rabble for me.
MovieSerifText_6a_0027_M	Your wish is our command.
\database\database_movieSerif_7B.msbt
MovieSerifText_7b_0001_M	Ugh. Something smells...
MovieSerifText_7b_0001_F	Ugh. Something smells...
MovieSerifText_7b_0002_M	Ugh...
MovieSerifText_7b_0003_M	No more wasabiiii! *blech*
MovieSerifText_7b_0004_M	It's like needles in my\nbrain... *hwoarf*
MovieSerifText_7b_0005_M	I can't feel my lips... *buuurp*
MovieSerifText_7b_0007_M	Gyaaah!
MovieSerifText_7b_0007_F	Gyaaah!
MovieSerifText_7b_0008_M	My word!
MovieSerifText_7b_0009_M	*wheeze* I can't anymore...\n*cough* *cough*
MovieSerifText_7b_0010_M	Yeeeeesh!\nThis... This is torture!
MovieSerifText_7b_0010_F	Yeeeeesh!\nThis... This is torture!
MovieSerifText_7b_0011_M	Hrrm. All this wasabi and no\nsushi...
MovieSerifText_7b_0012_M	This is a disgrace.
MovieSerifText_7b_0013_M	Is this what happened to\nFranklin?
MovieSerifText_7b_0013_F	Is this what happened to\nFranklin?
MovieSerifText_7b_0014_M	There's no time to lose!
MovieSerifText_7b_0014_F	There's no time to lose!
MovieSerifText_7b_0015_M	Hm?
MovieSerifText_7b_0015_F	Hm?
MovieSerifText_7b_0016_M	You're late, Musashi.
MovieSerifText_7b_0042_M	It's about time.
MovieSerifText_7b_0017_M	Kojiro!
